,Id,data_nocode,ContextTag,data_phraseList
1002,7067194,"['realm', 'ddd', 'idea', 'avoiding', 'getters', 'setters', 'fully', 'encapsulate', 'component', 'interaction', 'allowed', 'interaction', 'built', 'behavior', 'combining', 'event', 'sourcing', 'nice', 'history', 'actioned', 'component', 'thing', 'thinking', 'create', 'example', 'restful', 'gateway', 'underlying', 'service', 'purposes', 'example', 'lets', 'task', 'object', 'methods', 'changeduedatedatetime', 'date', 'changedescriptionstring', 'description', 'addtagsparams', 'string', 'tags', 'complete', 'obviously', 'instance', 'variables', 'inside', 'object', 'controlling', 'state', 'events', 'fired', 'relevant', 'methods', 'invoked', 'going', 'rest', 'service', 'way', '3', 'options', 'rpc', 'style', 'urls', 'eg', 'url', 'allow', 'commands', 'sent', 'single', 'endpoint', 'eg', 'url', 'url', 'accept', 'list', 'commands', 'send', 'request', 'changeduedate', 'command', 'changedescription', 'command', 'truly', 'restful', 'verb', 'available', 'create', 'domain', 'logic', 'extract', 'changes', 'dto', 'turn', 'translate', 'relevant', 'events', 'required', 'eg', 'url', 'url', 'use', 'verb', 'send', 'dto', 'representation', 'task', 'received', 'dto', 'actual', 'task', 'domain', 'object', 'method', 'maybe', 'called', 'updatestatefromdto', 'analyse', 'dto', 'compare', 'matching', 'properties', 'fields', 'find', 'differences', 'relevant', 'event', 'needs', 'fired', 'finds', 'difference', 'particular', 'property', 'found', 'feel', 'second', 'option', 'looks', 'best', 'wondering', 'peoples', 'thoughts', 'known', 'true', 'restful', 'way', 'dealing', 'kind', 'problem', 'second', 'option', 'nice', 'experience', 'tdd', 'point', 'view', 'performance', 'point', 'view', 'combine', 'changes', 'behavior', 'single', 'request', 'whilst', 'tracking', 'change', 'option', 'definitely', 'explicit', 'result', '1', 'request', 'behaviors', 'needed', 'invoked', 'option', 'sound', 'bad', 'realise', 'require', 'thougth', 'come', 'clean', 'implementation', 'account', 'different', 'property', 'types', 'nesting', 'etc', 'thanks', 'help', 'bending', 'head', 'analysis', 'paralysis', 'advice', 'think', 'best', 'way', 'options', 'missing', 'trick']",yes,"['command changedescription command', 'third option doe', 'actual task domain', 'second option']"
1003,14067794,"['logging', 'purposes', 'adapt', 'classes', 'reason', 'id', 'generic', 'approach', 'key', 'value', 'dictionary', 'key', 'value', 'serialization', 'lets', 'assume', 'keys', 'predefined', 'depending', 'input', 'class', 'adapt', 'value', 'correspond', 'specific', 'attribute', 'values', 'encapsulated', 'stdstring', 'approach', 'create', 'adapter', 'class', 'dumped', 'database', 'client', 'specialize', 'adapter', 'class', 'namespace', 'supposing', 'friend', 'clients', 'specific', 'business', 'object', 'model', 'access', 'attributes', 'easily', 'receives', 'instances', 'models', 'const', 'references', 'constructor', 'eg', 'think', 'approach', 'generic', 'way', 'achieving', 'c', 'design', 'thanks', 'update', 'new', 'client', 'implemented', 'logging', 'engine', 'shouldnt', 'change', 'adapting', 'logic', 'distributed', 'client', 'implemented', 'core', 'logging', 'engine', 'logging', 'engine', 'updated', 'new', 'keys', 'required', 'probably', 'imply', 'database', 'structural', 'change']",yes,"['generic key', 'specific business object model', 'adapter class', 'generic approach']"
1004,14896223,"['complex', 'web', 'application', 'online', 'years', 'struts2', 'hibernate', 'moment', 'considering', 'completely', 'rewriting', 'application', 'spring3', 'hibernate4', 'able', 'offer', 'rest', 'api', 'reading', 'approach', 'similar', 'blog', 'entry', 'blog', 'entry', 'written', 'german', 'list', 'core', 'appoaches', 'hibernate', 'access', 'rdbs', 'orm', 'annotation', 'based', 'data', 'access', 'objects', 'dao', 'access', 'persistance', 'layer', 'service', 'classes', 'encapsulate', 'business', 'logic', 'daos', 'data', 'transfer', 'objects', 'dto', 'separating', 'layer', 'spring', 'hibernate', 'spring', 'dependency', 'injection', 'realize', 'controller', 'stateoftheart', 'approach', 'web', 'application', 'java', 'thank', 'hint', 'pointer', 'time', 'sebastian']",yes,"['complex web application online', 'data access object dao', 'java web application', 'daos data transfer object']"
1013,11119430,"['seek', 'advice', 'design', 'concept', 'created', 'mvc', 'framework', 'model', 'classes', 'classes', 'main', 'retrieve', 'data', 'database', 'class', 'example', 'user', 'methods', 'user', 'recent', 'activity', 'basically', 'example', 'recent', 'activity', 'method', 'sql', 'statement', 'execution', 'data', 'thinking', 'design', 'extending', 'classes', 'eg', 'user', 'sql', 'class', 'class', 'contain', 'sql', 'necessary', 'queries', 'example', 'insert', 'query', 'sql', 'class', 'better', 'design', 'maintenance', 'worrying', 'performance', 'issue', 'data', 'methods', 'select', 'method', 'sql', 'classes', 'process', 'variables']",yes,"['sql class', 'model class', 'sql statement', 'activity method']"
1016,21842136,"['rest', 'architecture', 'implements', 'post', 'delete', 'requests', 'talk', 'requests', 'url', 'request', 'rest', 'architecture', 'list', 'students', 'database', 'authentication', 'best', 'way', 'authenticate', 'request', 'access', 'token', 'url', 'handled', 'serverside', 'mean', 'secuencial', 'process', 'prevent', 'somebody', 'stealing', 'users', 'access', 'token', 'token', 'refreshed', 'request', 'returned', 'results']",yes,"['api student', 'delete request', 'rest architecture implement', 'rest architecture']"
1017,4613914,"['use', 'spring', 'security', '3', 'application', 'composed', 'spring', '3', 'server', 'gwt', '21', 'client', 'client', 'server', 'totally', 'decoupled', 'mean', 'dont', 'belong', 'project', 'eclipse', 'workspace', 'server', 'managed', 'maven', 'client', 'uses', 'prebuilt', 'ant', 'files', 'till', 'communicate', 'restjson', 'googling', 'found', 'tutorials', 'tips', 'integration', 'spring', 'security', 'suppose', 'client', 'knows', 'springserverside', 'classes', 'controller', 'autowired', 'etc', 'gwtserver', 'package', 'case', 'clean', 'way', 'use', 'spring', 'security', 'keeping', 'code', 'decoupled', 'maybe', 'rest', 'client', 'request', 'use', 'basic', 'authentication', 'thanks', 'rand']",yes,"['client side client side', 'spring server side class', 'eclipse workspace server side', 'server side']"
1019,29957203,"['app', 'running', 'rest', 'authentication', 'add', 'password', 'expiry', 'quartz', 'job', 'setting', 'property', 'default', 'user', 'class', 'boolean', 'passwordexpired', 'point', 'right', 'direction', 'handle', 'expired', 'password', 'exception', 'returning', '403', 'indicate', 'enter', 'new', 'password', 'end', '401', 'seeing', 'logs', 'assume', 'override', 'method', 'new', 'grails', 'sure', 'thanks']",yes,"['password expiry', 'default user class boolean', 'password exception', 'logs assume']"
1020,5864527,"['comming', 'accross', 'concepts', 'domain', 'model', 'exists', 'sounds', 'object', 'overlaps', 'responsiblility', '5', 'main', 'ddd', 'building', 'blocks', 'best', 'practice', 'naming', 'object', 'dealing', 'design', 'include', 'phrase', 'actual', 'implementation', 'concrete', 'example', 'lets', 'designing', 'time', 'tracking', 'application', 'spirit', 'ddd', 'encounter', 'domain', 'experts', 'refer', 'time', 'log', 'supposed', 'log', 'holds', 'punchin', 'corresponding', 'punchout', 'times', 'employees', 'information', 'initial', 'thought', 'class', 'written', 'called', 'timelog', 'allowed', 'querying', 'existing', 'time', 'entries', 'persisting', 'new', 'amended', 'time', 'log', 'entries', 'class', 'playing', 'role', 'ddd', 'repository', 'simplicity', 'sake', 'lets', 'assume', 'discussions', 'refactoring', 'come', 'conclusion', 'time', 'log', 'entry', 'essentially', 'aggregate', 'root', 'corresponding', 'repository', 'left', 'option', 'naming', 'repository', 'timelog', 'line', 'ddd', 'concept', 'ubiquitous', 'language', 'timelogentryrepository', 'fit', 'general', 'convention', 'naming', 'repositories', 'aggregate', 'root', 'querypersist', 'leaning', 'idea', 'timelog', 'descriptive', 'actual', 'role', 'plays', 'domain', 'model', 'turn', 'help', 'communicating', 'design', 'domain', 'experts', 'choice', 'timelogentryrepository', 'hand', 'follows', 'existing', 'ddd', 'conventions', 'design', 'easier', 'follow', 'developers', 'compromise', 'timelog', 'naming', 'repositories', 'implement', 'irepository', 'interface', 'inherit', 'common', 'repository', 'base', 'class', 'help', 'developers', 'locate', 'distinguish', 'repository', 'classes', 'domain', 'model', 'main', 'concern', 'base', 'class', 'encourage', 'use', 'marker', 'interfaces', 'weak', 'unnecessary', 'base', 'class', 'purpose', 'organization', 'behavioral', 'factors', 'best', 'practice', 'cases', 'type', 'issue', 'happening', 'services', 'piece', 'typical', 'ddd', 'building', 'blocks', 'developers', 'typically', 'service', 'suffix', 'somecomplexactivityservice', 'entities', 'value', 'objects', 'nonissue', 'especially', 'interested', 'ddd', 'experience', 'belt']",yes,"['common repository base class', 'ddd repository', 'repository class', 'amended time log entry']"
1024,48921774,"['business', 'domain', 'highlevel', 'bounded', 'contexts', 'customers', 'applications', 'documents', 'decisions', 'preforms', 'bounded', 'contexts', 'subcontexts', 'ordering', 'delivery', 'documents', 'despite', 'project', 'consisting', 'thousands', 'classes', 'dozens', 'ejbs', 'business', 'logic', 'resides', 'relational', 'database', 'views', 'triggers', 'reason', 'lot', 'joins', 'unions', 'constraints', 'involved', 'business', 'transactions', 'words', 'complex', 'web', 'dependencies', 'constraints', 'bounded', 'contexts', 'restricts', 'state', 'transfers', 'layman', 'terms', 'business', 'rules', 'complicated', 'split', 'monolith', 'database', 'service', 'microservices', 'architecture', 'bounded', 'contexts', 'suggested', 'service', 'boundaries', 'implement', 'business', 'logic', 'explicit', 'api', 'calls', 'end', 'hundreds', 'apis', 'implementing', 'stupid', 'little', 'business', 'rules', 'performance', 'main', 'factor', 'use', 'lot', 'effort', 'optimize', 'sql', 'secondly', 'segregated', 'apis', 'probably', 'nightmare', 'maintain', 'web', 'evolving', 'business', 'rules', 'database', 'triggers', 'actually', 'support', 'high', 'cohesion', 'dry', 'mentality', 'enforcing', 'business', 'rules', 'transparently', 'came', 'conclusion', 'microservice', 'architecture', 'unsuitable', 'type', 'document', 'management', 'system', 'correct', 'approaching', 'idea', 'wrong', 'angle']",yes,"['business rule', 'context customer application document decision', 'business logic resides', 'business logic']"
1025,51584078,"['use', 'case', 'planning', 'system', 'provide', 'functionality', 'frontend', 'categories', 'popular', 'newcomers', 'classics', 'category', 'list', 'movies', 'fit', 'category', 'title', 'backend', 'decision', 'movie', 'belongs', 'category', 'based', 'ratio', 'viewership', 'numbers', 'release', 'date', 'age', 'movie', 'external', 'sources', 'public', 'apis', 'plan', 'gather', 'data', 'movies', 'source', 'truth', 'films', 'exist', 'metadata', 'movie', 'basically', 'imdb', 'movie', 'viewership', 'numbers', 'external', 'api', 'tells', 'people', 'viewed', 'movie', 'day', 'medium', 'cinema', 'netflix', 'etc', 'statistics', 'map', 'statistics', 'source', '2', 'movies', 'source', '1', 'theres', 'inherent', 'necessity', 'communication', 'coupling', 'domains', 'look', 'micro', 'services', 'oriented', 'system', 'solution', 'single', 'game', 'service', 'saves', 'data', 'source', '1', 'table', 'stats', 'source', '2', 'table', 'exposes', 'combined', 'data', 'single', 'endpoint', 'solution', 'b', 'different', 'services', 'combine', 'data', 'api', 'gateway', 'case', 'model', 'inherent', 'dependency', 'map', 'statistics', 'sourceoftruth', 'movie', 'servicedatabase', 'thoughts', 'understand', 'domain', 'object', 'microservice', 'way', 'literature', 'community', 'tells', 'pick', 'solution', 'intuitively', 'prefer', 'solution', 'b', 'display', 'movie', 'trailers', 'future', 'theres', 'external', 'api', 'cram', 'single', 'service', 'create', 'new', 'dont', 'experience', 'frankly', 'deep', 'understanding', 'domain', 'driven', 'design', 'software', 'architecture', 'come', 'sensible', 'conclusion', 'help', 'greatly', 'appreciated']",yes,"['truth movie service database thought', 'movie viewership number', 'external source public apis', 'movie trailer']"
1028,3361665,"['mvcmodel', 'view', 'controller', 'design', 'implement', 'model', 'work', 'seperately', 'contain', 'buisness', 'logic', 'pulling', 'information', 'database', 'struggle', 'design', 'implementing', 'good', 'model', 'information', 'needs', 'pulled', 'database', 'dont', 'best', 'way', 'implement', 'think', 'model', 'program', 'api', 'overload', 'questions', 'sort', 'fields', 'select', 'certain', 'usernameid', 'group', 'particular', 'field', 'badly', 'performance', 'affected', 'selecting', 'incase', 'calling', 'function', 'information', 'pulled', 'apimodel', 'extremely', 'bloated', 'seperate', 'functions', 'queries', 'slighlty', 'tunedchanged', 'function', 'example', 'feel', 'makes', 'model', 'extremely', 'bloated', 'tied', 'creating', 'lot', 'duplicated', 'code', 'better', 'kind', 'model', 'better', 'idea', 'title', 'price', 'mysql', 'fields', 'select', 'obviously', 'validated', 'getitems', 'function', 'way', 'restricted', 'returning', 'certain', 'fields', 'achieve', 'truly', 'good', 'model', 'things', 'guys', 'suggest']",yes,"['good model', 'mvc model view', 'api model', 'good idea']"
1032,2193694,"['wrap', 'head', 'implementing', 'mvc', 'useful', 'abstraction', 'purposes', 'automated', 'unit', 'testing', 'process', 'came', 'interesting', 'conundrum', 'declare', 'mock', 'object', 'database', 'heres', 'contactview', 'form', 'implements', 'icontactview', 'knowledge', 'icontactmodel', 'update', 'response', 'event', 'notifications', 'model', 'object', 'contact', 'class', 'implments', 'icontactmodel', 'encapsulates', 'business', 'rules', 'manipulating', 'object', 'code', 'fetching', 'fromupdating', 'data', 'data', 'access', 'layer', 'contactcontroller', 'class', 'implements', 'icontactcontroller', 'knowledge', 'icontactmodel', 'icontactview', 'database', 'class', 'implements', 'idatabase', 'contains', 'methods', 'selecting', 'inserting', 'updating', 'deleting', 'data', 'database', 'tricky', 'model', 'object', 'needs', 'interact', 'idatabase', 'operate', 'real', 'database', 'mock', 'object', 'problem', 'faced', 'provide', 'reference', 'database', 'violating', 'separation', 'concerns', 'id', 'views', 'controllers', 'knowledge', 'data', 'stored', 'way', 'chose', 'later', 'swap', 'idatabase', 'ijsonstore', 'ixmlstore', 'touch', 'model', 'classes', 'dont', 'views', 'amp', 'controllers', 'making', 'assumptions', 'data', 'stored', 'couple', 'probable', 'solutions', 'certain', 'best', 'declare', 'singleton', 'exposes', 'public', 'property', 'database', 'type', 'idatabase', 'way', 'unit', 'tests', 'set', 'database', 'mock', 'object', 'production', 'code', 'set', 'production', 'database', 'means', 'production', 'code', 'point', 'idatabase', 'suppose', 'thats', 'unavoidable', 'hoping', 'theres', 'solution', 'thats', 'preferable', 'modify', 'model', 'classes', 'maintain', 'reference', 'database', 'taking', 'constructor', 'undesirable', 'simply', 'results', 'lot', 'additional', 'code', 'brought', 'right', 'square', 'whomever', 'declares', 'model', 'instance', 'idatabase', 'object', 'use', 'sure', 'alternatives', 'unaware', 'throwing', 'guys', 'worked', 'thanks', 'advance']",yes,"['public property database', 'production database', 'icontactview database', 'real database']"
1035,48841945,"['developing', 'web', 'service', 'php', 'mobile', 'application', 'cordova', 'web', 'service', 'provides', 'rest', 'apis', 'current', 'scenario', 'api', 'doesnt', 'authentication', 'endpoints', 'requests', 'application', 'layer', 'actions', 'require', 'authenticated', 'user', 'user', 'logs', 'receives', 'jwt', 'implemented', 'issue', 'protect', 'rest', 'api', 'authorized', 'clients', 'use', 'api', 'key', 'implement', 'public', 'key', 'secret', 'hmac', 'wrong', 'way', 'use', 'oauth', 'private', 'api']",yes,"['rest api client authorization', 'rest api', 'api key', 'web service php']"
